invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,Recommendations,warehouse,region,carrier
13827,1734.76,5/27/2025,SKU104,21,Supervalu,OSD,25,35.26,5,yes,yes,no,invalid,pod does not support shortages,1734.76,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Southwest,Schneider
14298,2246.69,5/27/2025,SKU116,24,Kroger,OSD,25,14.79,4,yes,yes,no,valid,,0,2246.69,,,WH4,Northeast,Schneider
14298,176.07,5/27/2025,SKU103,46,Dollar General,OSD,47,78.67,0,yes,yes,no,partially invalid,pod supports partial shortages,38.9,137.17,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,Southeast,Schneider
14298,1269.87,5/27/2025,SKU122,5,Amazon,OSD,9,93.01,1,yes,yes,no,invalid,unit_of_measurement,1269.87,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Southeast,Schneider
14298,1917.49,5/27/2025,SKU140,39,Supervalu,OSD,42,34.36,2,yes,yes,no,partially invalid,pod supports partial shortages,357.16,1560.33,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Southeast,Schneider
14421,128.42,5/27/2025,SKU119,28,Walmart,OSD,29,96.34,2,yes,yes,no,invalid,pod does not support shortages,128.42,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,South,Schneider
14421,2631.72,5/27/2025,SKU150,14,Amazon,OSD,16,27.47,5,yes,yes,no,partially invalid,pod supports partial shortages,507.37,2124.35,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Midwest,Schneider
10356,2043.24,5/28/2025,SKU127,15,Dollar General,OSD,20,90.78,3,yes,yes,no,valid,,0,2043.24,,,WH2,South,Schneider
10415,3639.51,5/28/2025,SKU106,48,Dollar General,OSD,49,65.62,2,yes,yes,no,valid,,0,3639.51,,,WH1,Southwest,Schneider
10415,2350.43,5/28/2025,SKU130,8,Walmart,OSD,9,84.29,3,yes,yes,no,valid,,0,2350.43,,,WH3,Southwest,Schneider
10415,1877.88,5/28/2025,SKU147,18,Meijer,OSD,20,22.42,4,yes,yes,no,invalid,pod does not support shortages,1877.88,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Southwest,Schneider
10415,1627.65,5/28/2025,SKU141,40,Meijer,OSD,43,16.27,2,yes,yes,no,valid,,0,1627.65,,,WH4,Northeast,Schneider
10415,2393.94,5/28/2025,SKU146,34,BJ's,OSD,39,56.98,2,yes,yes,no,valid,,0,2393.94,,,WH3,Midwest,Schneider
11297,2144.24,5/28/2025,SKU148,36,Target,OSD,39,48.55,4,yes,yes,no,valid,,0,2144.24,,,WH2,Southeast,Schneider
11297,4076.53,5/28/2025,SKU128,12,Meijer,OSD,14,52.9,1,yes,yes,no,valid,,0,4076.53,,,WH2,Northeast,Schneider
11297,4794.52,5/28/2025,SKU116,7,Costco,OSD,12,10.26,1,yes,yes,no,valid,,0,4794.52,,,WH2,Northeast,Schneider
11297,4844.15,5/28/2025,SKU107,4,Amazon,OSD,8,23.72,5,yes,yes,no,invalid,pod does not support shortages,4844.15,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Southwest,Schneider
11297,670.08,5/28/2025,SKU106,24,Kroger,OSD,25,78.05,1,yes,yes,no,invalid,pod does not support shortages,670.08,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Southwest,Schneider
11297,4168,5/28/2025,SKU111,22,Amazon,OSD,22,14.21,3,yes,yes,no,partially invalid,pod supports partial shortages,2974.13,1193.87,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Midwest,Schneider
11396,4866.01,5/28/2025,SKU116,8,Kroger,OSD,9,34.93,0,yes,yes,no,invalid,pod does not support shortages,4866.01,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,Northeast,Schneider
11487,217.9,5/28/2025,SKU102,44,Amazon,OSD,45,74.81,3,yes,yes,no,valid,,0,217.9,,,WH4,West,Schneider
11487,3874.82,5/28/2025,SKU104,1,Kroger,OSD,5,51.3,5,yes,yes,no,partially invalid,pod supports partial shortages,884.75,2990.07,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Midwest,Schneider
11487,1906.18,5/28/2025,SKU137,29,Supervalu,OSD,32,43.37,5,yes,yes,no,partially invalid,pod supports partial shortages,314.31,1591.87,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Midwest,Schneider
11487,4819.63,5/28/2025,SKU116,45,Kroger,OSD,48,79.39,3,yes,yes,no,partially invalid,pod supports partial shortages,3493.99,1325.64,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Southwest,Schneider
12049,1905.5,5/28/2025,SKU143,27,Walmart,OSD,32,69.24,1,yes,yes,no,valid,,0,1905.5,,,WH4,Southeast,Schneider
12049,4005.84,5/28/2025,SKU104,11,BJ's,OSD,14,25.62,3,yes,yes,no,valid,,0,4005.84,,,WH1,West,Schneider
12153,3353.51,5/28/2025,SKU110,6,Dollar General,OSD,11,51.94,2,yes,yes,no,valid,,0,3353.51,,,WH3,Northwest,Schneider
12212,4332.85,5/28/2025,SKU111,4,Meijer,OSD,5,62.27,4,yes,yes,no,partially invalid,pod supports partial shortages,1396.05,2936.8,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Midwest,Schneider
13143,4569.83,5/28/2025,SKU114,29,Dollar General,OSD,34,67.19,3,yes,yes,no,invalid,pod does not support shortages,4569.83,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southwest,Schneider
13143,1476.05,5/28/2025,SKU104,37,Walmart,OSD,42,73.52,1,yes,yes,no,invalid,pod does not support shortages,1476.05,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,South,Schneider
13143,296.23,5/28/2025,SKU136,17,Walmart,OSD,19,80.39,4,yes,yes,no,partially invalid,pod supports partial shortages,168.27,127.96,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southwest,Schneider
13435,3873.02,5/28/2025,SKU112,1,Supervalu,OSD,3,61.66,4,yes,yes,no,partially invalid,pod supports partial shortages,3306.44,566.58,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Midwest,Schneider
13435,2486.22,5/28/2025,SKU114,2,Kroger,OSD,7,53.44,3,yes,yes,no,valid,,0,2486.22,,,WH4,Southwest,Schneider
13435,1033.6,5/28/2025,SKU118,23,Amazon,OSD,28,15.65,4,yes,yes,no,valid,,0,1033.6,,,WH3,Northeast,Schneider
13435,4860.92,5/28/2025,SKU135,35,Dollar General,OSD,36,78.05,2,yes,yes,no,invalid,pod does not support shortages,4860.92,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Midwest,Schneider
14358,1189.89,5/28/2025,SKU109,36,Meijer,OSD,37,19.56,2,yes,yes,no,valid,,0,1189.89,,,WH2,Southwest,Schneider
14358,2772.07,5/28/2025,SKU139,46,Meijer,OSD,46,41.02,4,yes,yes,no,valid,,0,2772.07,,,WH1,Northeast,Schneider
14358,2871.01,5/28/2025,SKU116,11,Costco,OSD,15,49.72,3,yes,yes,no,valid,,0,2871.01,,,WH4,Northwest,Schneider
14358,2396.14,5/28/2025,SKU130,8,Dollar General,OSD,12,88.43,1,yes,yes,no,valid,,0,2396.14,,,WH3,Southwest,Schneider
14358,2891.63,5/28/2025,SKU122,21,Dollar General,OSD,23,43.39,3,yes,yes,no,valid,,0,2891.63,,,WH3,West,Schneider
14672,3156.61,5/28/2025,SKU149,2,Amazon,OSD,5,69.91,3,yes,yes,no,invalid,pod does not support shortages,3156.61,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Midwest,Schneider
14672,4391.27,5/28/2025,SKU144,18,Supervalu,OSD,18,14.15,4,yes,yes,no,valid,,0,4391.27,,,WH4,Southeast,Schneider
14672,523.9,5/28/2025,SKU150,3,BJ's,OSD,7,94.67,1,yes,yes,no,invalid,pod does not support shortages,523.9,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Northwest,Schneider
14939,4390.21,5/28/2025,SKU137,43,Dollar General,OSD,45,70.26,3,yes,yes,no,partially invalid,pod supports partial shortages,527,3863.21,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Southwest,Schneider
14939,4690.18,5/28/2025,SKU115,36,Target,OSD,39,27.08,3,yes,yes,no,partially invalid,pod supports partial shortages,469.59,4220.59,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,South,Schneider
14939,767.63,5/28/2025,SKU141,11,Target,OSD,13,13.34,3,yes,yes,no,invalid,unit_of_measurement,767.63,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Northeast,Schneider
14939,214.47,5/28/2025,SKU144,30,Dollar General,OSD,35,99.53,0,yes,yes,no,partially invalid,pod supports partial shortages,39.34,175.13,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Southwest,Schneider
14984,95.77,5/28/2025,SKU138,40,Amazon,OSD,45,19.8,1,yes,yes,no,partially invalid,pod supports partial shortages,35.67,60.1,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Southwest,Schneider
14984,3711.99,5/28/2025,SKU107,50,Target,OSD,52,67.34,3,yes,yes,no,invalid,pod does not support shortages,3711.99,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Northeast,Schneider
14984,3034.63,5/28/2025,SKU108,1,Kroger,OSD,3,30.77,3,yes,yes,no,invalid,unit_of_measurement,3034.63,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH3,Southwest,Schneider
14984,2222.56,5/28/2025,SKU119,2,Costco,OSD,6,10.82,5,yes,yes,no,invalid,pod does not support shortages,2222.56,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,West,Schneider
10761,3953.5,5/29/2025,SKU141,43,Meijer,OSD,47,75.99,4,yes,yes,no,partially invalid,pod supports partial shortages,653.3,3300.2,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Northwest,Schneider
10761,2408.44,5/29/2025,SKU149,31,Walmart,OSD,35,22.17,3,yes,yes,no,valid,,0,2408.44,,,WH2,East,Schneider
11234,71.28,5/29/2025,SKU102,29,Kroger,OSD,32,11.83,0,yes,yes,no,partially invalid,pod supports partial shortages,63.42,7.86,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Midwest,Schneider
11234,255.5,5/29/2025,SKU121,40,Kroger,OSD,40,11.08,4,yes,yes,no,valid,,0,255.5,,,WH2,Northwest,Schneider
11234,4255.69,5/29/2025,SKU115,20,Meijer,OSD,20,81.93,4,yes,yes,no,partially invalid,pod supports partial shortages,2118.52,2137.17,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,West,Schneider
11234,3357.49,5/29/2025,SKU108,32,Walmart,OSD,32,85.83,3,yes,yes,no,valid,,0,3357.49,,,WH4,Northeast,Schneider
11477,4673.15,5/29/2025,SKU103,44,Meijer,OSD,46,66.88,0,yes,yes,no,valid,,0,4673.15,,,WH3,Southwest,Schneider
11477,4109.68,5/29/2025,SKU106,34,BJ's,OSD,39,29.18,4,yes,yes,no,partially invalid,pod supports partial shortages,1893.34,2216.34,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,Midwest,Schneider
11477,4538.43,5/29/2025,SKU104,49,Target,OSD,50,53.84,2,yes,yes,no,invalid,pod does not support shortages,4538.43,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,East,Schneider
11477,3424.96,5/29/2025,SKU149,38,Kroger,OSD,41,49.65,5,yes,yes,no,invalid,pod does not support shortages,3424.96,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,Southwest,Schneider
11477,3284.61,5/29/2025,SKU141,32,Target,OSD,32,63.32,2,yes,yes,no,partially invalid,pod supports partial shortages,1677.95,1606.66,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,East,Schneider
12282,213.49,5/29/2025,SKU150,50,Costco,OSD,52,37.09,4,yes,yes,no,invalid,pod does not support shortages,213.49,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Northwest,Schneider
12282,3361.96,5/29/2025,SKU114,6,Costco,OSD,8,63.35,3,yes,yes,no,partially invalid,pod supports partial shortages,2758.36,603.6,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH3,Midwest,Schneider
12282,4657.74,5/29/2025,SKU115,47,Costco,OSD,50,83.28,3,yes,yes,no,partially invalid,pod supports partial shortages,3441.85,1215.89,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,West,Schneider
12282,215.5,5/29/2025,SKU138,16,Kroger,OSD,16,57.49,0,yes,yes,no,partially invalid,pod supports partial shortages,34.89,180.61,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,Schneider
12282,4143.33,5/29/2025,SKU137,9,Supervalu,OSD,13,71.22,1,yes,yes,no,invalid,pod does not support shortages,4143.33,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,Northwest,Schneider
12282,611.16,5/29/2025,SKU145,19,Meijer,OSD,22,75.55,4,yes,yes,no,invalid,pod does not support shortages,611.16,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,South,Schneider
12562,2481.82,5/29/2025,SKU146,26,Meijer,OSD,29,73.91,4,yes,yes,no,partially invalid,pod supports partial shortages,727.16,1754.66,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Midwest,Schneider
12562,2088.89,5/29/2025,SKU145,49,Dollar General,OSD,51,88.88,2,yes,yes,no,partially invalid,pod supports partial shortages,1878.19,210.7,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH3,South,Schneider
12562,2657.44,5/29/2025,SKU115,9,Walmart,OSD,11,83.69,2,yes,yes,no,valid,,0,2657.44,,,WH2,Northwest,Schneider
12562,3446.59,5/29/2025,SKU105,49,Meijer,OSD,50,42.86,1,yes,yes,no,partially invalid,pod supports partial shortages,1075.03,2371.56,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,East,Schneider
12562,1458.06,5/29/2025,SKU108,37,Dollar General,OSD,40,27.39,5,yes,yes,no,partially invalid,pod supports partial shortages,392.91,1065.15,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,East,Schneider
12562,1630.52,5/29/2025,SKU147,30,Meijer,OSD,32,25.79,4,yes,yes,no,partially invalid,pod supports partial shortages,302.3,1328.22,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH1,Southeast,Schneider
12562,93.43,5/29/2025,SKU107,21,Target,OSD,23,23.52,2,yes,yes,no,valid,,0,93.43,,,WH2,Southeast,Schneider
12562,596.17,5/29/2025,SKU146,35,Walmart,OSD,39,45.27,2,yes,yes,no,valid,,0,596.17,,,WH2,Midwest,Schneider
12562,2612.22,5/29/2025,SKU142,21,Costco,OSD,26,38.13,3,yes,yes,no,valid,,0,2612.22,,,WH4,West,Schneider
12562,242.22,5/29/2025,SKU119,19,Supervalu,OSD,24,14.41,3,yes,yes,no,invalid,pod does not support shortages,242.22,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northwest,Schneider
12565,3463.2,5/29/2025,SKU105,8,Walmart,OSD,9,16.85,3,yes,yes,no,valid,,0,3463.2,,,WH3,Southwest,Schneider
12565,3653.04,5/29/2025,SKU124,4,Target,OSD,9,14.67,1,yes,yes,no,invalid,pod does not support shortages,3653.04,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Southwest,Schneider
12989,1422.26,5/29/2025,SKU139,23,Target,OSD,28,21.94,4,yes,yes,no,partially invalid,pod supports partial shortages,1029.58,392.68,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH3,West,Schneider
12989,1671.16,5/29/2025,SKU107,6,BJ's,OSD,7,20.6,0,yes,yes,no,invalid,pod does not support shortages,1671.16,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Southeast,Schneider
12989,3408.61,5/29/2025,SKU137,48,Target,OSD,49,43.15,0,yes,yes,no,partially invalid,pod supports partial shortages,2548.26,860.35,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Southwest,Schneider
12989,2104.71,5/29/2025,SKU121,14,Target,OSD,17,57.21,3,yes,yes,no,invalid,pod does not support shortages,2104.71,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Southwest,Schneider
12989,2778.74,5/29/2025,SKU112,10,Target,OSD,14,34.53,5,yes,yes,no,partially invalid,pod supports partial shortages,334.34,2444.4,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,West,Schneider
13906,4099.79,5/29/2025,SKU144,32,Kroger,OSD,33,58.81,3,yes,yes,no,invalid,pod does not support shortages,4099.79,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH4,South,Schneider
13906,1990.18,5/29/2025,SKU124,25,BJ's,OSD,27,63.47,3,yes,yes,no,partially invalid,pod supports partial shortages,835.71,1154.47,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Northeast,Schneider
13906,4051.07,5/29/2025,SKU128,19,BJ's,OSD,21,15.11,5,yes,yes,no,valid,,0,4051.07,,,WH1,Midwest,Schneider
13906,4285.89,5/29/2025,SKU120,39,Costco,OSD,42,95.75,4,yes,yes,no,partially invalid,pod supports partial shortages,2620.7,1665.19,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Northeast,Schneider
13906,4725.55,5/29/2025,SKU126,9,Dollar General,OSD,10,42.31,0,yes,yes,no,invalid,pod does not support shortages,4725.55,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH3,South,Schneider
14698,4627.07,5/29/2025,SKU134,50,Meijer,OSD,50,10.85,2,yes,yes,no,invalid,pod does not support shortages,4627.07,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,Northwest,Schneider
14698,3109.32,5/29/2025,SKU115,38,Amazon,OSD,43,31.9,2,yes,yes,no,valid,,0,3109.32,,,WH4,Midwest,Schneider
14803,1600.7,5/29/2025,SKU130,44,Walmart,OSD,49,92.12,0,yes,yes,no,invalid,pod does not support shortages,1600.7,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,East,Schneider
14836,4734.05,5/29/2025,SKU145,21,Dollar General,OSD,24,70.04,0,yes,yes,no,partially invalid,pod supports partial shortages,4018.37,715.68,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,East,Schneider
14836,128.06,5/29/2025,SKU121,23,Kroger,OSD,27,12.94,1,yes,yes,no,invalid,pod does not support shortages,128.06,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH2,Midwest,Schneider
14836,1200.8,5/29/2025,SKU134,8,BJ's,OSD,11,78.11,3,yes,yes,no,valid,,0,1200.8,,,WH4,Northwest,Schneider
14941,733.1,5/29/2025,SKU147,25,Dollar General,OSD,30,58.34,4,yes,yes,no,valid,,0,733.1,,,WH3,Northwest,Schneider
14941,4224.18,5/29/2025,SKU129,15,Target,OSD,17,89.89,5,yes,yes,no,valid,,0,4224.18,,,WH4,East,Schneider
10166,1710.37,5/30/2025,SKU129,16,BJ's,OSD,19,19.59,3,yes,yes,no,invalid,pod does not support shortages,1710.37,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,West,Schneider
10166,4760.99,5/30/2025,SKU117,1,Kroger,OSD,6,98.52,4,yes,yes,no,partially invalid,pod supports partial shortages,3522.21,1238.78,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,West,Schneider
10166,3836.17,5/30/2025,SKU114,5,Dollar General,OSD,10,63.7,3,yes,yes,no,valid,,0,3836.17,,,WH4,Midwest,Schneider
10166,4621.04,5/30/2025,SKU133,18,Supervalu,OSD,19,89.2,3,yes,yes,no,valid,,0,4621.04,,,WH4,East,Schneider
10434,1242.09,5/30/2025,SKU133,40,BJ's,OSD,42,51.13,2,yes,yes,no,valid,,0,1242.09,,,WH2,Northwest,Schneider
10434,4502.31,5/30/2025,SKU119,1,Amazon,OSD,5,51.91,4,yes,yes,no,partially invalid,pod supports partial shortages,2282.45,2219.86,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,South,Schneider
10434,340.25,5/30/2025,SKU112,24,Amazon,OSD,24,84.27,5,yes,yes,no,partially invalid,pod supports partial shortages,292.86,47.39,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH2,Midwest,Schneider
10434,970.04,5/30/2025,SKU111,46,Walmart,OSD,49,97.85,2,yes,yes,no,partially invalid,pod supports partial shortages,226.51,743.53,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH3,Southeast,Schneider
10899,3853.27,5/30/2025,SKU124,16,Costco,OSD,19,40.71,2,yes,yes,no,valid,,0,3853.27,,,WH4,Midwest,Schneider
10899,4085.01,5/30/2025,SKU127,13,Dollar General,OSD,14,77.12,4,yes,yes,no,partially invalid,pod supports partial shortages,3153.4,931.61,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Southwest,Schneider
10899,4780.69,5/30/2025,SKU135,4,Supervalu,OSD,8,17.3,3,yes,yes,no,invalid,pod does not support shortages,4780.69,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH1,Southwest,Schneider
10899,2525.75,5/30/2025,SKU124,5,Dollar General,OSD,9,54.43,2,yes,yes,no,invalid,pod does not support shortages,2525.75,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,South,Schneider
10899,2613.35,5/30/2025,SKU107,2,Walmart,OSD,2,29.69,1,yes,yes,no,invalid,pod does not support shortages,2613.35,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,Northeast,Schneider
10899,330.33,5/30/2025,SKU118,15,Dollar General,OSD,19,43.32,2,yes,yes,no,partially invalid,pod supports partial shortages,278.69,51.64,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Southeast,Schneider
11343,1608.38,5/30/2025,SKU136,5,Walmart,OSD,5,35.89,5,yes,yes,no,invalid,pod does not support shortages,1608.38,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH4,Midwest,Schneider
11343,4250.09,5/30/2025,SKU146,1,Supervalu,OSD,1,21.72,2,yes,yes,no,partially invalid,pod supports partial shortages,2404.07,1846.02,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,East,Schneider
11343,1545.95,5/30/2025,SKU119,33,BJ's,OSD,36,66.64,2,yes,yes,no,valid,,0,1545.95,,,WH1,Northeast,Schneider
12601,1908.79,5/30/2025,SKU146,20,Kroger,OSD,25,19.96,5,yes,yes,no,valid,,0,1908.79,,,WH4,Northeast,Schneider
12601,331.52,5/30/2025,SKU132,31,Target,OSD,35,83.3,1,yes,yes,no,invalid,unit_of_measurement,331.52,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH1,Northwest,Schneider
12601,2117.87,5/30/2025,SKU122,17,BJ's,OSD,18,76.28,0,yes,yes,no,invalid,pod does not support shortages,2117.87,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,South,Schneider
12822,2849.27,5/30/2025,SKU140,4,Supervalu,OSD,7,39.77,5,yes,yes,no,invalid,pod does not support shortages,2849.27,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH1,East,Schneider
12822,3261.36,5/30/2025,SKU135,46,Kroger,OSD,51,94.91,0,yes,yes,no,valid,,0,3261.36,,,WH2,Northeast,Schneider
12822,3090.37,5/30/2025,SKU120,30,Supervalu,OSD,33,32.5,2,yes,yes,no,partially invalid,pod supports partial shortages,1539.21,1551.16,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH4,Northwest,Schneider
12822,1423.3,5/30/2025,SKU138,25,Supervalu,OSD,25,44.41,1,yes,yes,no,invalid,pod does not support shortages,1423.3,0,Product Substitution,Work with sales team to communicate for new sku or substitution policy if original sku is not in stock,WH4,South,Schneider
12822,3162.88,5/30/2025,SKU120,8,BJ's,OSD,10,32.64,4,yes,yes,no,invalid,pod does not support shortages,3162.88,0,Price Mismatch,Could be a gross vs net issue. Educate the customer to take deduction on net price,WH2,Midwest,Schneider
12822,67.21,5/30/2025,SKU108,32,Meijer,OSD,32,24.79,5,yes,yes,no,invalid,pod does not support shortages,67.21,0,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Southeast,Schneider
12822,2196.04,5/30/2025,SKU146,21,Amazon,OSD,24,66.27,2,yes,yes,no,valid,,0,2196.04,,,WH3,West,Schneider
13351,1530.84,5/30/2025,SKU103,5,Supervalu,OSD,7,30.49,3,yes,yes,no,partially invalid,pod supports partial shortages,871.21,659.63,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Northeast,Schneider
13351,4474.3,5/30/2025,SKU120,42,Supervalu,OSD,42,43.59,2,yes,yes,no,invalid,unit_of_measurement,4474.3,0,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH4,Northeast,Schneider
13351,882.63,5/30/2025,SKU100,27,Supervalu,OSD,32,14.24,5,yes,yes,no,valid,,0,882.63,,,WH2,Southwest,Schneider
13351,2017.13,5/30/2025,SKU130,28,Meijer,OSD,28,17.46,1,yes,yes,no,valid,,0,2017.13,,,WH3,Northeast,Schneider
13351,333.54,5/30/2025,SKU129,5,Walmart,OSD,7,84.33,3,yes,yes,no,valid,,0,333.54,,,WH4,Northwest,Schneider
13351,648.93,5/30/2025,SKU148,50,BJ's,OSD,50,70.39,0,yes,yes,no,invalid,pod does not support shortages,648.93,0,Combined Shipment,Contact the customer and check if they have mixed it with another order.,WH2,Southwest,Schneider
13365,3750.77,5/30/2025,SKU103,34,Kroger,OSD,34,41.94,1,yes,yes,no,partially invalid,pod supports partial shortages,2964.62,786.15,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH1,South,Schneider
13365,4074.02,5/30/2025,SKU139,20,Costco,OSD,22,59.83,4,yes,yes,no,partially invalid,pod supports partial shortages,1478.77,2595.25,Unit of Measurement,Create a master table to map all SKUs with the unit of measurement and educate the customer to follow the table for orders and deductions,WH2,Southwest,Schneider
13927,1580.41,5/30/2025,SKU149,41,BJ's,OSD,45,11.23,4,yes,yes,no,invalid,pod does not support shortages,1580.41,0,Load Sequencing,Contact the warehouse and they need to fix the issue with the carrier,WH4,Midwest,Schneider
14393,2003.33,5/30/2025,SKU107,47,Walmart,OSD,51,37.72,3,yes,yes,no,partially invalid,pod supports partial shortages,639.61,1363.72,Order Split,Notify the customers if their order is going in multiple shipments in advance to avoid this.,WH1,Southwest,Schneider
