invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,warehouse,region
12172,514.85,3/27/2025,SKU127,5,Meijer,OSD,7,72.02,2,yes,yes,no,partially invalid,combined shipment,330.19,184.66,Combined Shipment,WH1,Southeast
10096,2225.82,6/7/2025,SKU125,8,Walmart,OSD,11,80.71,0,yes,yes,no,valid,,0,2225.82,,WH2,West
13228,3070.57,4/21/2025,SKU142,3,BJ's,OSD,7,19.04,2,yes,yes,no,valid,,0,3070.57,,WH1,Southwest
12779,1487.79,2/24/2025,SKU118,43,Amazon,OSD,47,65.1,3,yes,yes,no,invalid,product substitution,1487.79,0,Product Substitution,WH3,West
12307,4436.82,5/26/2025,SKU113,25,Dollar General,OSD,26,96.06,5,yes,yes,no,partially invalid,price mismatch,2607.43,1829.39,Price Mismatch,WH1,Northwest
13576,1515.44,3/10/2025,SKU137,10,Amazon,OSD,15,26.26,1,yes,yes,no,partially invalid,product substitution,949.62,565.82,Product Substitution,WH2,Southwest
10186,492.08,4/10/2025,SKU116,50,Meijer,OSD,50,29.88,5,yes,yes,no,invalid,order split,492.08,0,Order Split,WH1,Southeast
12645,1518.53,7/4/2024,SKU108,16,Supervalu,OSD,17,99.72,1,yes,yes,no,valid,,0,1518.53,,WH2,South
11097,2560.66,12/19/2024,SKU102,50,Kroger,OSD,50,73.02,1,yes,yes,no,partially invalid,order split,2109.19,451.47,Order Split,WH4,East
11677,134.04,3/8/2025,SKU128,41,Target,OSD,45,43.16,2,yes,yes,no,invalid,product substitution,134.04,0,Product Substitution,WH1,West
14651,633.23,9/5/2024,SKU123,1,Dollar General,OSD,3,39.27,4,yes,yes,no,valid,,0,633.23,,WH4,South
13605,80.43,7/7/2024,SKU142,45,Dollar General,OSD,47,84.62,4,yes,yes,no,partially invalid,product substitution,70.16,10.27,Product Substitution,WH4,Southwest
12644,418.09,4/23/2025,SKU135,36,Meijer,OSD,40,72.68,1,yes,yes,no,invalid,unit_of_measurement,418.09,0,Unit of Measurement,WH4,Northeast
12372,2156.1,1/16/2025,SKU149,29,BJ's,OSD,30,62.18,3,yes,yes,no,valid,,0,2156.1,,WH2,Southwest
12445,4389,5/6/2025,SKU139,24,Supervalu,OSD,27,51.59,4,yes,yes,no,invalid,order split,4389,0,Order Split,WH1,Southwest
10819,196.61,2/22/2025,SKU122,40,Supervalu,OSD,41,87.14,2,yes,yes,no,partially invalid,load sequencing,126.17,70.44,Load Sequencing,WH1,East
10928,590.9,5/31/2025,SKU106,50,Amazon,OSD,51,72.6,3,yes,yes,no,valid,,0,590.9,,WH3,West
13021,2567.11,8/29/2024,SKU141,45,Walmart,OSD,50,40.12,1,yes,yes,no,partially invalid,price mismatch,1850.91,716.2,Price Mismatch,WH1,Northwest
11102,1598.09,1/24/2025,SKU114,2,Amazon,OSD,7,88.11,0,yes,yes,no,valid,,0,1598.09,,WH3,Southeast
14358,201.9,1/19/2025,SKU149,28,Kroger,OSD,30,53.51,5,yes,yes,no,valid,,0,201.9,,WH1,Southwest
10744,3172.67,12/22/2024,SKU106,3,Walmart,OSD,3,33.77,1,yes,yes,no,invalid,load sequencing,3172.67,0,Load Sequencing,WH1,East
14599,3149.28,11/14/2024,SKU134,15,Target,OSD,15,47.05,2,yes,yes,no,valid,,0,3149.28,,WH3,Southeast
12604,424.21,10/10/2024,SKU131,26,Kroger,OSD,29,20.96,2,yes,yes,no,valid,,0,424.21,,WH2,West
11703,4749.48,4/18/2025,SKU123,7,Meijer,OSD,8,74.46,0,yes,yes,no,partially invalid,load sequencing,3636.4,1113.08,Load Sequencing,WH3,Northeast
12762,3524.1,10/2/2024,SKU125,31,Dollar General,OSD,34,34.81,3,yes,yes,no,invalid,product substitution,3524.1,0,Product Substitution,WH4,West
10847,334.66,12/27/2024,SKU137,12,BJ's,OSD,13,37.69,2,yes,yes,no,valid,,0,334.66,,WH1,West
12281,222.85,9/24/2024,SKU107,46,BJ's,OSD,47,83.69,1,yes,yes,no,valid,,0,222.85,,WH3,East
10156,2525.67,12/1/2024,SKU149,19,Dollar General,OSD,19,54.25,0,yes,yes,no,invalid,load sequencing,2525.67,0,Load Sequencing,WH2,Northwest
14018,2635.86,7/20/2024,SKU145,35,Walmart,OSD,35,11.8,5,yes,yes,no,valid,,0,2635.86,,WH2,South
12734,4530.94,10/31/2024,SKU126,1,Amazon,OSD,1,48.07,5,yes,yes,no,invalid,product substitution,4530.94,0,Product Substitution,WH3,South
12082,60.68,12/28/2024,SKU148,48,Costco,OSD,48,53.84,1,yes,yes,no,valid,,0,60.68,,WH3,South
14782,484.74,2/11/2025,SKU129,18,Supervalu,OSD,19,87.73,5,yes,yes,no,valid,,0,484.74,,WH1,Southwest
14778,2711.73,4/12/2025,SKU106,13,Walmart,OSD,15,72.28,4,yes,yes,no,valid,,0,2711.73,,WH4,Northwest
14778,2183.76,4/12/2025,SKU134,42,BJ's,OSD,42,21.79,1,yes,yes,no,valid,,0,2183.76,,WH4,Northeast
10937,2471.83,7/22/2024,SKU111,5,Meijer,OSD,5,49.66,5,yes,yes,no,partially invalid,load sequencing,700.33,1771.5,Load Sequencing,WH3,Northeast
14081,422.11,2/11/2025,SKU111,15,Supervalu,OSD,18,40.45,5,yes,yes,no,partially invalid,product substitution,332.59,89.52,Product Substitution,WH1,West
14748,1927.93,8/7/2024,SKU139,50,BJ's,OSD,53,28.53,3,yes,yes,no,invalid,unit_of_measurement,1927.93,0,Unit of Measurement,WH1,South
11738,2497.12,4/20/2025,SKU144,24,Supervalu,OSD,24,60.56,4,yes,yes,no,invalid,order split,2497.12,0,Order Split,WH3,Northwest
12549,1235.26,7/29/2024,SKU128,37,Target,OSD,39,69.37,3,yes,yes,no,partially invalid,unit_of_measurement,805.59,429.67,Unit of Measurement,WH3,Northeast
13733,2202.63,4/7/2025,SKU117,13,BJ's,OSD,17,11.5,5,yes,yes,no,partially invalid,order split,1976.36,226.27,Order Split,WH2,East
13844,2363.97,6/29/2025,SKU109,40,Supervalu,OSD,40,39.09,1,yes,yes,no,valid,,0,2363.97,,WH1,Southwest
10950,3226.59,7/1/2024,SKU130,9,Walmart,OSD,10,58.5,0,yes,yes,no,partially invalid,load sequencing,1464.2,1762.39,Load Sequencing,WH2,Southeast
10112,3138.83,12/7/2024,SKU123,24,Meijer,OSD,29,19.13,2,yes,yes,no,valid,,0,3138.83,,WH4,East
11809,146.22,12/28/2024,SKU116,8,Kroger,OSD,8,92.51,5,yes,yes,no,invalid,combined shipment,146.22,0,Combined Shipment,WH2,Northwest
12836,1053.56,8/10/2024,SKU115,16,Target,OSD,16,17.25,0,yes,yes,no,invalid,load sequencing,1053.56,0,Load Sequencing,WH3,South
12898,3340.42,6/14/2025,SKU141,38,Walmart,OSD,38,61.96,0,yes,yes,no,invalid,order split,3340.42,0,Order Split,WH2,Midwest
12053,4273.42,5/13/2025,SKU146,17,Supervalu,OSD,19,28.47,5,yes,yes,no,invalid,product substitution,4273.42,0,Product Substitution,WH1,Southwest
10974,1124.35,4/9/2025,SKU148,25,Meijer,OSD,26,79.63,1,yes,yes,no,invalid,unit_of_measurement,1124.35,0,Unit of Measurement,WH1,Northwest
11051,3480.62,11/4/2024,SKU119,6,BJ's,OSD,8,66.2,4,yes,yes,no,partially invalid,unit_of_measurement,925.21,2555.41,Unit of Measurement,WH1,West
13591,4392.43,1/10/2025,SKU126,27,Meijer,OSD,29,96.6,5,yes,yes,no,partially invalid,price mismatch,553.1,3839.33,Price Mismatch,WH4,Northeast
11845,899.29,1/21/2025,SKU131,33,Meijer,OSD,38,21.4,5,yes,yes,no,partially invalid,unit_of_measurement,681.73,217.56,Unit of Measurement,WH4,Southwest
14819,2220.91,6/24/2025,SKU121,5,BJ's,OSD,10,19.11,2,yes,yes,no,partially invalid,unit_of_measurement,1190.97,1029.94,Unit of Measurement,WH1,Northeast
12499,4927.08,7/25/2024,SKU135,7,Dollar General,OSD,11,59.59,1,yes,yes,no,valid,,0,4927.08,,WH2,Southwest
12224,1686.22,8/17/2024,SKU107,9,Meijer,OSD,11,88.86,0,yes,yes,no,partially invalid,price mismatch,1257.54,428.68,Price Mismatch,WH4,Northeast
13165,2110.7,6/28/2025,SKU143,28,Costco,OSD,28,33.41,2,yes,yes,no,invalid,load sequencing,2110.7,0,Load Sequencing,WH1,East
12250,3962.29,10/24/2024,SKU115,36,Dollar General,OSD,38,94.88,1,yes,yes,no,partially invalid,unit_of_measurement,1665.21,2297.08,Unit of Measurement,WH4,South
11659,4057.44,6/1/2025,SKU133,9,Target,OSD,12,48.92,0,yes,yes,no,invalid,price mismatch,4057.44,0,Price Mismatch,WH3,Southeast
12630,254.89,5/26/2025,SKU105,34,Dollar General,OSD,38,49.2,3,yes,yes,no,invalid,load sequencing,254.89,0,Load Sequencing,WH2,Southwest
14206,1924.04,3/9/2025,SKU147,13,Target,OSD,15,62.14,3,yes,yes,no,valid,,0,1924.04,,WH2,Southwest
12631,2911.95,3/5/2025,SKU144,47,Kroger,OSD,51,26.3,2,yes,yes,no,partially invalid,unit_of_measurement,2305.51,606.44,Unit of Measurement,WH3,East
14402,1816.29,4/28/2025,SKU116,48,Dollar General,OSD,49,63.15,1,yes,yes,no,partially invalid,product substitution,1330.35,485.94,Product Substitution,WH4,South
13562,1621.95,3/6/2025,SKU101,37,Amazon,OSD,39,10.09,0,yes,yes,no,valid,,0,1621.95,,WH3,East
14017,2270.25,8/14/2024,SKU126,26,BJ's,OSD,30,24.99,3,yes,yes,no,invalid,combined shipment,2270.25,0,Combined Shipment,WH4,Southwest
10515,4393.79,7/5/2024,SKU117,35,Walmart,OSD,35,41.04,5,yes,yes,no,valid,,0,4393.79,,WH4,Northeast
14376,1957.33,6/16/2025,SKU126,3,Costco,OSD,3,70.57,3,yes,yes,no,partially invalid,load sequencing,726.82,1230.51,Load Sequencing,WH1,Northeast
10750,1631.85,9/1/2024,SKU120,1,Meijer,OSD,3,97.24,4,yes,yes,no,invalid,price mismatch,1631.85,0,Price Mismatch,WH1,East
13705,3788.57,8/24/2024,SKU115,42,Target,OSD,46,29.16,3,yes,yes,no,partially invalid,order split,1253.2,2535.37,Order Split,WH2,West
12019,2575.35,7/27/2024,SKU122,42,Costco,OSD,43,72.45,3,yes,yes,no,valid,,0,2575.35,,WH3,Midwest
11585,798,10/14/2024,SKU106,19,BJ's,OSD,24,16.88,0,yes,yes,no,valid,,0,798,,WH3,South
11579,4080.23,7/22/2024,SKU123,8,Costco,OSD,11,89.68,1,yes,yes,no,invalid,load sequencing,4080.23,0,Load Sequencing,WH4,Northwest
12160,963.96,2/21/2025,SKU102,47,Target,OSD,47,24.18,1,yes,yes,no,valid,,0,963.96,,WH4,Midwest
11569,4786.06,7/5/2024,SKU111,47,Walmart,OSD,51,16.62,0,yes,yes,no,valid,,0,4786.06,,WH2,East
13596,1406.92,1/3/2025,SKU140,15,Target,OSD,18,30.41,4,yes,yes,no,invalid,price mismatch,1406.92,0,Price Mismatch,WH3,Northwest
14989,2381.1,7/5/2024,SKU116,13,Dollar General,OSD,15,41.3,3,yes,yes,no,partially invalid,order split,647.08,1734.02,Order Split,WH2,East
13593,3602.81,12/7/2024,SKU104,25,Target,OSD,27,87.66,2,yes,yes,no,valid,,0,3602.81,,WH4,Southeast
12052,1451.52,5/27/2025,SKU129,45,Dollar General,OSD,49,47.83,1,yes,yes,no,invalid,price mismatch,1451.52,0,Price Mismatch,WH2,Southeast
12334,1673.57,7/7/2024,SKU102,42,Target,OSD,44,48.91,0,yes,yes,no,invalid,order split,1673.57,0,Order Split,WH3,Midwest
14280,967.46,2/23/2025,SKU116,48,Amazon,OSD,49,74.64,2,yes,yes,no,valid,,0,967.46,,WH4,East
12297,2424.21,1/16/2025,SKU138,31,Supervalu,OSD,32,23.33,3,yes,yes,no,partially invalid,unit_of_measurement,1741.45,682.76,Unit of Measurement,WH2,South
13204,1967.63,10/26/2024,SKU133,11,Meijer,OSD,12,90.89,2,yes,yes,no,valid,,0,1967.63,,WH1,Southeast
12886,1477.86,10/7/2024,SKU120,50,Amazon,OSD,51,74.41,1,yes,yes,no,valid,,0,1477.86,,WH1,Northeast
10250,4687.74,7/30/2024,SKU103,24,BJ's,OSD,29,28.92,1,yes,yes,no,partially invalid,combined shipment,2069.21,2618.53,Combined Shipment,WH3,Northwest
13554,1529.52,4/18/2025,SKU127,21,Costco,OSD,21,68.68,0,yes,yes,no,invalid,combined shipment,1529.52,0,Combined Shipment,WH2,Northeast
14471,607.04,9/1/2024,SKU113,13,Meijer,OSD,18,71.98,5,yes,yes,no,invalid,product substitution,607.04,0,Product Substitution,WH4,Southwest
10452,3884.47,6/3/2025,SKU130,23,Dollar General,OSD,25,86.4,0,yes,yes,no,valid,,0,3884.47,,WH3,South
11622,2070.25,8/26/2024,SKU144,1,Meijer,OSD,5,64.35,4,yes,yes,no,valid,,0,2070.25,,WH2,West
11968,2826.57,12/24/2024,SKU132,41,Kroger,OSD,41,83.07,3,yes,yes,no,invalid,order split,2826.57,0,Order Split,WH3,South
12581,4819.75,9/8/2024,SKU126,12,Costco,OSD,13,68.45,4,yes,yes,no,valid,,0,4819.75,,WH3,Midwest
12703,196.16,6/15/2025,SKU127,29,Costco,OSD,34,44.65,1,yes,yes,no,invalid,price mismatch,196.16,0,Price Mismatch,WH1,Northeast
11314,2753.98,10/23/2024,SKU113,33,Dollar General,OSD,33,33.15,0,yes,yes,no,valid,,0,2753.98,,WH1,East
11026,3117.88,10/4/2024,SKU105,27,Amazon,OSD,30,62.05,4,yes,yes,no,invalid,price mismatch,3117.88,0,Price Mismatch,WH3,East
14475,1371.06,5/10/2025,SKU141,22,Costco,OSD,24,46.1,1,yes,yes,no,valid,,0,1371.06,,WH3,Northeast
13803,4306.41,6/20/2025,SKU141,19,Dollar General,OSD,22,83.71,4,yes,yes,no,valid,,0,4306.41,,WH3,Midwest
10463,2510.68,1/30/2025,SKU107,19,Target,OSD,20,31.63,4,yes,yes,no,partially invalid,unit_of_measurement,1060.22,1450.46,Unit of Measurement,WH3,South
11213,997.51,12/1/2024,SKU149,23,Supervalu,OSD,27,82,4,yes,yes,no,invalid,load sequencing,997.51,0,Load Sequencing,WH4,South
14115,1965.39,1/23/2025,SKU144,38,Supervalu,OSD,38,38.92,3,yes,yes,no,partially invalid,order split,1575.76,389.63,Order Split,WH1,Northwest
11944,4721.62,5/26/2025,SKU139,36,Kroger,OSD,36,95.06,5,yes,yes,no,partially invalid,order split,3086.13,1635.49,Order Split,WH2,Northwest
14802,867.75,4/28/2025,SKU117,17,Supervalu,OSD,21,26.07,4,yes,yes,no,invalid,order split,867.75,0,Order Split,WH1,Northwest
13086,2663.61,12/14/2024,SKU125,44,Supervalu,OSD,46,86.18,0,yes,yes,no,partially invalid,product substitution,1381.06,1282.55,Product Substitution,WH1,Midwest
13325,3658.41,6/10/2025,SKU146,25,Amazon,OSD,25,36.79,4,yes,yes,no,partially invalid,order split,1476.04,2182.37,Order Split,WH4,Northwest
13346,3894.61,9/15/2024,SKU120,20,BJ's,OSD,21,90.22,5,yes,yes,no,invalid,order split,3894.61,0,Order Split,WH2,Northwest
10007,4295.04,11/18/2024,SKU146,50,Amazon,OSD,53,30.05,0,yes,yes,no,invalid,order split,4295.04,0,Order Split,WH4,West
11263,1064.73,9/28/2024,SKU106,42,Walmart,OSD,46,32.87,5,yes,yes,no,valid,,0,1064.73,,WH3,Southeast
10107,3621.46,11/6/2024,SKU128,36,Target,OSD,38,44.53,3,yes,yes,no,valid,,0,3621.46,,WH2,South
13192,3669.15,2/14/2025,SKU149,47,Walmart,OSD,50,68.79,0,yes,yes,no,partially invalid,product substitution,2774.64,894.51,Product Substitution,WH4,South
14055,997.15,7/27/2024,SKU123,45,Walmart,OSD,46,92.92,5,yes,yes,no,partially invalid,product substitution,205.64,791.51,Product Substitution,WH4,South
14729,4673.56,1/23/2025,SKU126,40,Supervalu,OSD,45,92.13,1,yes,yes,no,valid,,0,4673.56,,WH4,West
13158,3261.41,4/21/2025,SKU141,5,Kroger,OSD,9,37.38,5,yes,yes,no,partially invalid,order split,1001.89,2259.52,Order Split,WH1,Midwest
13060,1594.78,9/19/2024,SKU109,43,Kroger,OSD,44,24.76,5,yes,yes,no,partially invalid,unit_of_measurement,235.89,1358.89,Unit of Measurement,WH4,Northwest
10626,4648.01,11/23/2024,SKU147,23,Kroger,OSD,26,69.28,0,yes,yes,no,invalid,order split,4648.01,0,Order Split,WH4,Southeast
14366,3690.09,1/11/2025,SKU149,44,BJ's,OSD,49,20.63,3,yes,yes,no,partially invalid,order split,1343.42,2346.67,Order Split,WH3,Southwest
12355,2304.99,2/16/2025,SKU140,35,Meijer,OSD,39,56.56,0,yes,yes,no,invalid,product substitution,2304.99,0,Product Substitution,WH2,East
10005,3114.61,9/19/2024,SKU122,48,Kroger,OSD,53,84.43,4,yes,yes,no,partially invalid,unit_of_measurement,356.59,2758.02,Unit of Measurement,WH4,West
12154,515.8,7/10/2024,SKU130,46,Target,OSD,49,46.04,0,yes,yes,no,invalid,order split,515.8,0,Order Split,WH3,West
13970,4145.06,1/14/2025,SKU140,42,Amazon,OSD,43,41.88,5,yes,yes,no,invalid,product substitution,4145.06,0,Product Substitution,WH1,Southwest
12411,3450.55,2/23/2025,SKU115,18,Supervalu,OSD,23,36.17,3,yes,yes,no,invalid,order split,3450.55,0,Order Split,WH3,East
10602,2112.56,11/7/2024,SKU147,28,Kroger,OSD,28,99.24,4,yes,yes,no,invalid,order split,2112.56,0,Order Split,WH4,West
12339,4310.24,3/4/2025,SKU147,44,Amazon,OSD,48,52.19,3,yes,yes,no,partially invalid,order split,3642.08,668.16,Order Split,WH2,West
10877,1136.13,11/23/2024,SKU110,46,Amazon,OSD,46,28.66,2,yes,yes,no,partially invalid,combined shipment,354.38,781.75,Combined Shipment,WH4,East
10883,4962.33,3/25/2025,SKU146,34,Walmart,OSD,37,28.92,5,yes,yes,no,invalid,unit_of_measurement,4962.33,0,Unit of Measurement,WH3,South
13529,3416.67,1/27/2025,SKU121,41,Walmart,OSD,41,13.41,2,yes,yes,no,invalid,product substitution,3416.67,0,Product Substitution,WH3,Midwest
12244,362.11,1/27/2025,SKU128,26,BJ's,OSD,29,79.41,5,yes,yes,no,invalid,order split,362.11,0,Order Split,WH1,Northeast
12011,3136.43,4/21/2025,SKU114,45,Dollar General,OSD,46,66.8,3,yes,yes,no,invalid,load sequencing,3136.43,0,Load Sequencing,WH2,Northeast
13613,3286.87,4/22/2025,SKU111,12,Costco,OSD,15,79.56,1,yes,yes,no,valid,,0,3286.87,,WH3,Northwest
14207,1841.07,1/5/2025,SKU110,19,Walmart,OSD,20,70.27,1,yes,yes,no,partially invalid,combined shipment,235.31,1605.76,Combined Shipment,WH4,Northeast
14579,3607.67,2/18/2025,SKU124,42,Target,OSD,42,87.57,5,yes,yes,no,valid,,0,3607.67,,WH3,South
10534,3175.35,10/13/2024,SKU125,22,Target,OSD,23,50.4,0,yes,yes,no,invalid,load sequencing,3175.35,0,Load Sequencing,WH2,East
14005,3451.52,7/22/2024,SKU101,20,Meijer,OSD,20,79.05,2,yes,yes,no,valid,,0,3451.52,,WH4,South
14446,2443.25,1/3/2025,SKU107,38,Meijer,OSD,42,93.62,2,yes,yes,no,invalid,unit_of_measurement,2443.25,0,Unit of Measurement,WH2,South
10416,4001.69,8/18/2024,SKU107,30,Amazon,OSD,34,63.19,2,yes,yes,no,invalid,product substitution,4001.69,0,Product Substitution,WH4,Southeast
11976,3793.41,4/25/2025,SKU133,26,BJ's,OSD,29,21.29,2,yes,yes,no,valid,,0,3793.41,,WH2,Southwest
11953,2541.84,12/14/2024,SKU101,38,Meijer,OSD,43,19.19,5,yes,yes,no,valid,,0,2541.84,,WH4,Midwest
12874,2601.42,8/31/2024,SKU141,15,Costco,OSD,15,22.17,1,yes,yes,no,invalid,price mismatch,2601.42,0,Price Mismatch,WH1,Midwest
10168,3369.61,8/7/2024,SKU143,22,Amazon,OSD,25,61.17,4,yes,yes,no,valid,,0,3369.61,,WH4,Northwest
11061,3989.92,1/9/2025,SKU100,29,Supervalu,OSD,32,69,1,yes,yes,no,partially invalid,unit_of_measurement,2976.89,1013.03,Unit of Measurement,WH2,Northeast
13754,903.95,6/1/2025,SKU125,29,Costco,OSD,31,89.79,1,yes,yes,no,valid,,0,903.95,,WH4,West
14457,3600.31,5/30/2025,SKU136,7,Walmart,OSD,12,78.6,5,yes,yes,no,invalid,product substitution,3600.31,0,Product Substitution,WH1,Midwest
13446,897.83,3/30/2025,SKU143,11,Meijer,OSD,16,29.27,4,yes,yes,no,valid,,0,897.83,,WH4,West
14162,4268.03,10/24/2024,SKU135,20,Costco,OSD,25,69.83,4,yes,yes,no,invalid,combined shipment,4268.03,0,Combined Shipment,WH2,Northwest
12067,695.5,2/16/2025,SKU139,24,Costco,OSD,29,70.45,0,yes,yes,no,invalid,price mismatch,695.5,0,Price Mismatch,WH4,Northeast
12693,1072.52,6/1/2025,SKU135,22,BJ's,OSD,22,10.77,0,yes,yes,no,partially invalid,order split,378.89,693.63,Order Split,WH3,Southeast
12145,3162.75,1/15/2025,SKU135,20,Dollar General,OSD,24,99.5,0,yes,yes,no,valid,,0,3162.75,,WH4,West
11910,715.55,8/22/2024,SKU149,26,Dollar General,OSD,26,13.5,4,yes,yes,no,partially invalid,product substitution,245.43,470.12,Product Substitution,WH4,Southwest
12873,342.01,5/13/2025,SKU117,8,Costco,OSD,10,66.19,0,yes,yes,no,partially invalid,order split,221.44,120.57,Order Split,WH2,South
13376,125.69,5/21/2025,SKU139,5,Meijer,OSD,8,93.96,0,yes,yes,no,invalid,price mismatch,125.69,0,Price Mismatch,WH2,West
11821,2423.69,8/2/2024,SKU120,14,Costco,OSD,17,52.07,5,yes,yes,no,partially invalid,unit_of_measurement,1727.58,696.11,Unit of Measurement,WH1,West
14116,671.11,8/31/2024,SKU113,29,Walmart,OSD,34,91.17,5,yes,yes,no,valid,,0,671.11,,WH3,East
12388,2304.75,6/2/2025,SKU131,37,Kroger,OSD,37,27.48,5,yes,yes,no,partially invalid,order split,1297.63,1007.12,Order Split,WH4,West
12413,567.14,3/9/2025,SKU126,45,Costco,OSD,49,94.06,3,yes,yes,no,valid,,0,567.14,,WH2,Southeast
12964,1589.82,10/4/2024,SKU105,4,BJ's,OSD,8,27.78,3,yes,yes,no,partially invalid,unit_of_measurement,205.07,1384.75,Unit of Measurement,WH1,Southeast
11962,4268.78,7/10/2024,SKU109,19,Kroger,OSD,23,44.73,4,yes,yes,no,valid,,0,4268.78,,WH1,South
11733,1042.66,1/4/2025,SKU117,3,Dollar General,OSD,5,82.06,0,yes,yes,no,invalid,load sequencing,1042.66,0,Load Sequencing,WH3,South
14065,4706.73,2/18/2025,SKU119,20,Walmart,OSD,22,19.31,0,yes,yes,no,partially invalid,price mismatch,1989.73,2717,Price Mismatch,WH3,East
10570,3239.54,12/11/2024,SKU126,1,Target,OSD,1,11.85,2,yes,yes,no,partially invalid,order split,1216.86,2022.68,Order Split,WH1,West
10866,3102.83,7/12/2024,SKU116,46,BJ's,OSD,46,52.55,3,yes,yes,no,partially invalid,load sequencing,2410.14,692.69,Load Sequencing,WH4,Northeast
10136,3548.76,3/4/2025,SKU148,36,Walmart,OSD,40,39.91,1,yes,yes,no,invalid,price mismatch,3548.76,0,Price Mismatch,WH3,Midwest
13036,4600.44,12/1/2024,SKU126,29,BJ's,OSD,32,91.26,5,yes,yes,no,valid,,0,4600.44,,WH1,South
13743,2080.86,3/2/2025,SKU116,44,Amazon,OSD,46,21.59,0,yes,yes,no,valid,,0,2080.86,,WH1,West
11035,4369.23,11/15/2024,SKU138,29,Meijer,OSD,34,66.4,4,yes,yes,no,invalid,load sequencing,4369.23,0,Load Sequencing,WH1,East
12436,1067.56,11/2/2024,SKU138,36,Target,OSD,40,72.3,1,yes,yes,no,valid,,0,1067.56,,WH4,Northeast
13344,1914.13,10/23/2024,SKU128,8,BJ's,OSD,13,65.03,2,yes,yes,no,valid,,0,1914.13,,WH3,Northwest
12818,680.73,1/28/2025,SKU137,26,Supervalu,OSD,28,36.46,3,yes,yes,no,valid,,0,680.73,,WH2,South
10351,2903.2,8/16/2024,SKU126,50,Target,OSD,53,92.34,1,yes,yes,no,partially invalid,price mismatch,480.51,2422.69,Price Mismatch,WH3,Northeast
11257,1092.54,1/26/2025,SKU138,17,Meijer,OSD,21,45.02,1,yes,yes,no,valid,,0,1092.54,,WH4,East
11119,1757.91,2/18/2025,SKU124,49,Dollar General,OSD,54,19.57,0,yes,yes,no,partially invalid,load sequencing,1392.22,365.69,Load Sequencing,WH2,Northwest
11368,4428.02,6/23/2025,SKU149,6,Meijer,OSD,10,43.96,0,yes,yes,no,valid,,0,4428.02,,WH3,Southwest
12438,3150.02,3/17/2025,SKU122,32,Costco,OSD,33,11.3,5,yes,yes,no,partially invalid,load sequencing,702.43,2447.59,Load Sequencing,WH2,East
14769,2302.06,7/15/2024,SKU103,49,Kroger,OSD,52,86.96,4,yes,yes,no,partially invalid,product substitution,438.12,1863.94,Product Substitution,WH1,East
12644,2631.78,4/23/2025,SKU113,19,Walmart,OSD,22,78.82,0,yes,yes,no,invalid,unit_of_measurement,2631.78,0,Unit of Measurement,WH4,Midwest
14671,1561.02,4/7/2025,SKU112,50,Supervalu,OSD,54,97.33,4,yes,yes,no,invalid,unit_of_measurement,1561.02,0,Unit of Measurement,WH1,Northwest
10075,4800.17,9/11/2024,SKU130,49,Kroger,OSD,51,24.9,3,yes,yes,no,invalid,unit_of_measurement,4800.17,0,Unit of Measurement,WH1,Southeast
13613,4650.95,4/22/2025,SKU133,19,Kroger,OSD,24,51.49,3,yes,yes,no,partially invalid,load sequencing,550.32,4100.63,Load Sequencing,WH1,South
14907,3248.85,9/6/2024,SKU123,11,BJ's,OSD,14,68.4,2,yes,yes,no,partially invalid,price mismatch,1218.63,2030.22,Price Mismatch,WH1,West
10692,561.67,9/14/2024,SKU140,18,Target,OSD,18,69.41,3,yes,yes,no,partially invalid,price mismatch,260.45,301.22,Price Mismatch,WH2,West
13299,4934.85,1/13/2025,SKU109,7,Costco,OSD,12,74.75,5,yes,yes,no,valid,,0,4934.85,,WH4,Southwest
12702,4893,11/8/2024,SKU139,25,Target,OSD,27,94.26,4,yes,yes,no,partially invalid,combined shipment,4400.72,492.28,Combined Shipment,WH3,South
14215,4798.13,10/16/2024,SKU133,32,Supervalu,OSD,35,34.06,4,yes,yes,no,invalid,product substitution,4798.13,0,Product Substitution,WH1,Southwest
14085,4615.8,7/23/2024,SKU112,10,Walmart,OSD,10,37.98,1,yes,yes,no,partially invalid,product substitution,2636.08,1979.72,Product Substitution,WH2,Northeast
12553,4742.82,9/15/2024,SKU143,41,Supervalu,OSD,41,24.57,4,yes,yes,no,valid,,0,4742.82,,WH2,Southwest
10498,254.41,9/1/2024,SKU132,35,Costco,OSD,35,65.41,1,yes,yes,no,invalid,order split,254.41,0,Order Split,WH4,East
12146,4105.59,6/21/2025,SKU118,5,Kroger,OSD,9,16.91,5,yes,yes,no,partially invalid,price mismatch,2454.92,1650.67,Price Mismatch,WH4,Northwest
14136,1256.18,10/3/2024,SKU150,21,Kroger,OSD,22,93.16,1,yes,yes,no,invalid,load sequencing,1256.18,0,Load Sequencing,WH4,Northeast
13866,4572.92,4/15/2025,SKU122,6,Supervalu,OSD,11,17.32,0,yes,yes,no,valid,,0,4572.92,,WH2,Northwest
14084,3063.84,4/1/2025,SKU118,49,Kroger,OSD,52,56.09,0,yes,yes,no,partially invalid,combined shipment,1462.35,1601.49,Combined Shipment,WH3,Northwest
